0,8,882,341,102,423,1,-1,-1,-1
0,12,1366,369,137,415,1,-1,-1,-1
0,13,1257,338,106,408,1,-1,-1,-1
0,7,1011,371,107,441,1,-1,-1,-1
0,18,1607,334,74,389,1,-1,-1,-1
0,11,1539,412,113,426,1,-1,-1,-1
0,19,1468,308,73,375,1,-1,-1,-1
0,6,1151,408,117,454,1,-1,-1,-1
0,9,727,313,122,391,1,-1,-1,-1
0,1,760,434,116,452,1,-1,-1,-1
0,17,1736,374,92,401,1,-1,-1,-1
0,2,620,399,114,436,1,-1,-1,-1
0,16,1860,399,56,415,1,-1,-1,-1
0,5,264,281,87,405,1,-1,-1,-1
0,20,1329,276,78,366,1,-1,-1,-1
0,4,390,323,96,408,1,-1,-1,-1
0,3,494,360,103,427,1,-1,-1,-1
0,14,1114,302,102,399,1,-1,-1,-1
0,15,986,278,91,379,1,-1,-1,-1
0,10,628,283,89,230,1,-1,-1,-1
1,8,893,336,98,423,1,-1,-1,-1
1,12,1361,364,158,416,1,-1,-1,-1
1,13,1267,335,107,407,1,-1,-1,-1
1,7,1011,366,113,442,1,-1,-1,-1
1,18,1611,333,79,390,1,-1,-1,-1
1,11,1534,410,126,423,1,-1,-1,-1
1,19,1476,304,77,376,1,-1,-1,-1
1,6,1156,405,119,451,1,-1,-1,-1
1,9,725,309,139,396,1,-1,-1,-1
1,1,756,432,128,450,1,-1,-1,-1
1,17,1737,370,105,399,1,-1,-1,-1
1,2,621,396,117,435,1,-1,-1,-1
1,16,1862,405,56,404,1,-1,-1,-1
1,5,274,279,84,405,1,-1,-1,-1
1,20,1335,273,84,366,1,-1,-1,-1
1,4,397,320,96,407,1,-1,-1,-1
1,3,505,356,99,425,1,-1,-1,-1
1,14,1119,301,105,397,1,-1,-1,-1
1,15,987,274,97,375,1,-1,-1,-1
1,10,627,279,99,236,1,-1,-1,-1
2,8,889,335,102,421,1,-1,-1,-1
2,12,1357,359,180,417,1,-1,-1,-1
2,13,1277,333,109,407,1,-1,-1,-1
2,7,1011,362,120,443,1,-1,-1,-1
2,18,1615,333,84,392,1,-1,-1,-1
2,11,1529,409,140,420,1,-1,-1,-1
2,19,1485,300,82,377,1,-1,-1,-1
2,6,1161,403,122,449,1,-1,-1,-1
2,9,723,305,156,401,1,-1,-1,-1
2,1,752,430,140,449,1,-1,-1,-1
2,17,1738,367,118,398,1,-1,-1,-1
2,2,623,393,121,435,1,-1,-1,-1
2,16,1864,411,56,394,1,-1,-1,-1
2,5,284,277,82,405,1,-1,-1,-1
2,20,1342,271,91,367,1,-1,-1,-1
2,4,405,318,97,407,1,-1,-1,-1
2,3,516,353,95,424,1,-1,-1,-1
2,14,1124,300,109,396,1,-1,-1,-1
2,15,988,271,104,372,1,-1,-1,-1
2,10,627,275,109,242,1,-1,-1,-1
3,8,885,334,105,419,1,-1,-1,-1
3,12,1352,353,191,416,1,-1,-1,-1
3,13,1271,327,114,407,1,-1,-1,-1
3,7,997,360,136,436,1,-1,-1,-1
3,18,1613,325,86,391,1,-1,-1,-1
3,11,1507,402,173,420,1,-1,-1,-1
3,19,1487,295,87,375,1,-1,-1,-1
3,6,1151,399,131,450,1,-1,-1,-1
3,9,715,300,172,398,1,-1,-1,-1
3,1,737,425,166,449,1,-1,-1,-1
3,17,1724,362,135,397,1,-1,-1,-1
