0,38,363,448,48,66,1,-1,-1,-1
0,2,610,313,42,72,1,-1,-1,-1
0,32,888,499,115,93,1,-1,-1,-1
0,12,1280,492,121,107,1,-1,-1,-1
0,36,747,428,81,83,1,-1,-1,-1
0,26,778,373,67,76,1,-1,-1,-1
0,18,1262,348,41,66,1,-1,-1,-1
0,33,773,526,66,88,1,-1,-1,-1
0,21,1067,389,75,68,1,-1,-1,-1
0,19,1219,414,105,76,1,-1,-1,-1
0,7,1020,641,61,137,1,-1,-1,-1
0,30,692,595,122,95,1,-1,-1,-1
0,4,409,600,75,105,1,-1,-1,-1
0,15,890,523,105,89,1,-1,-1,-1
0,37,646,438,67,77,1,-1,-1,-1
0,10,1408,485,123,112,1,-1,-1,-1
0,22,1011,417,101,68,1,-1,-1,-1
0,11,1355,439,105,78,1,-1,-1,-1
0,34,850,418,91,69,1,-1,-1,-1
0,25,807,396,77,72,1,-1,-1,-1
0,9,1102,563,136,131,1,-1,-1,-1
0,43,493,385,59,68,1,-1,-1,-1
0,3,393,384,90,78,1,-1,-1,-1
0,41,689,312,27,66,1,-1,-1,-1
0,42,514,416,89,73,1,-1,-1,-1
0,31,468,530,63,91,1,-1,-1,-1
0,5,844,595,60,136,1,-1,-1,-1
0,23,975,428,102,83,1,-1,-1,-1
0,39,433,429,61,73,1,-1,-1,-1
0,29,1150,452,109,73,1,-1,-1,-1
0,28,1274,405,95,78,1,-1,-1,-1
0,6,932,586,62,141,1,-1,-1,-1
0,13,1171,514,119,104,1,-1,-1,-1
0,40,754,318,43,64,1,-1,-1,-1
0,8,1097,616,122,138,1,-1,-1,-1
0,17,754,491,53,103,1,-1,-1,-1
0,16,482,481,102,73,1,-1,-1,-1
0,20,1152,409,93,77,1,-1,-1,-1
0,24,942,387,88,68,1,-1,-1,-1
0,27,1162,558,113,102,1,-1,-1,-1
0,14,1013,497,127,93,1,-1,-1,-1
0,35,495,507,89,76,1,-1,-1,-1
0,1,399,330,54,59,1,-1,-1,-1
1,38,362,448,48,67,1,-1,-1,-1
1,2,610,313,42,72,1,-1,-1,-1
1,32,885,499,116,93,1,-1,-1,-1
1,12,1277,491,121,106,1,-1,-1,-1
1,36,746,428,81,83,1,-1,-1,-1
1,26,777,373,66,76,1,-1,-1,-1
1,18,1262,348,41,66,1,-1,-1,-1
1,33,773,526,66,87,1,-1,-1,-1
1,21,1066,389,75,67,1,-1,-1,-1
1,19,1217,413,105,76,1,-1,-1,-1
1,7,1020,641,60,136,1,-1,-1,-1
1,30,691,596,121,95,1,-1,-1,-1
1,4,408,600,75,105,1,-1,-1,-1
1,15,887,522,105,89,1,-1,-1,-1
1,37,645,437,67,77,1,-1,-1,-1
1,10,1406,484,123,112,1,-1,-1,-1
1,22,1009,417,101,68,1,-1,-1,-1
1,11,1353,439,106,78,1,-1,-1,-1
1,34,850,418,91,69,1,-1,-1,-1
1,25,807,395,75,72,1,-1,-1,-1
1,9,1099,561,136,131,1,-1,-1,-1
1,43,492,384,59,68,1,-1,-1,-1
1,3,392,384,90,78,1,-1,-1,-1
1,41,688,311,27,65,1,-1,-1,-1
1,42,514,416,88,73,1,-1,-1,-1
1,31,468,530,62,91,1,-1,-1,-1
1,5,843,594,59,136,1,-1,-1,-1
1,23,974,427,101,83,1,-1,-1,-1
1,39,433,429,61,73,1,-1,-1,-1
1,29,1146,451,108,72,1,-1,-1,-1
1,28,1273,406,94,79,1,-1,-1,-1
1,6,932,583,63,141,1,-1,-1,-1
1,13,1166,513,118,103,1,-1,-1,-1
1,40,753,318,43,64,1,-1,-1,-1
1,8,1096,614,122,139,1,-1,-1,-1
1,17,752,490,53,102,1,-1,-1,-1
1,16,482,481,101,72,1,-1,-1,-1
1,20,1151,409,93,76,1,-1,-1,-1
1,24,941,386,86,68,1,-1,-1,-1
1,27,1159,557,113,102,1,-1,-1,-1
1,14,1010,496,126,92,1,-1,-1,-1
1,35,494,508,88,76,1,-1,-1,-1
1,1,399,330,54,59,1,-1,-1,-1
2,38,361,447,49,68,1,-1,-1,-1
2,2,610,313,42,72,1,-1,-1,-1
2,32,883,499,117,93,1,-1,-1,-1
2,12,1274,490,121,106,1,-1,-1,-1
2,36,746,428,81,83,1,-1,-1,-1
2,26,777,373,65,76,1,-1,-1,-1
2,18,1262,348,41,66,1,-1,-1,-1
